date,from,to,text
2007-07-13T08:20:00.000Z,bullgard4,,My computer stores about 40 files containing 'hwmon' in their names. What is the meaning of 'hwmon'?
2007-07-13T08:20:00.000Z,ikonia,bullgard4,at a guess 'hardware monitor' logs
2007-07-13T08:20:00.000Z,bullgard4,ikonia,What do you mean with 'hardware monitor logs'?
2007-07-30T13:38:00.000Z,ikonia,bullgard4,you can upload it to launchpad with the repot a bug option
2007-07-30T13:39:00.000Z,bullgard4,ikonia,"I do not understand your phrase 'with the repot a bug option'. Say it in other words, please."
2007-07-30T13:39:00.000Z,ikonia,bullgard4,launchpad allows you to upload docs when you report a bug
2007-07-30T13:40:00.000Z,bullgard4,ikonia,And where will the docs be stored? How can I store those documents?
2007-07-30T13:41:00.000Z,bullgard4,ikonia,I will try it again.
2007-09-12T06:50:00.000Z,ikonia,bullgard4,just name
2007-09-12T06:50:00.000Z,bullgard4,ikonia,hm
2007-11-22T21:39:00.000Z,ikonia,bullgard4,what probem
2007-11-28T01:33:00.000Z,ikonia,bullgard4,can you tell me your question please as I missed it
2007-11-28T01:35:00.000Z,bullgard4,ikonia, Why does getty start so late? (In  http://www.bootchart.org/images/bootchart.debian.mcrae.0.png 38 seconds after INIT) I thought it only depends on INIT.
2007-11-28T01:37:00.000Z,ikonia,bullgard4,"getty should only need the network stack up, nothing else, I think its started last as its an ancillery application rather than a core service"
2007-11-28T01:38:00.000Z,ikonia,bullgard4,if you look at that chart you'll see core services are started first so that looks like a selection choice rather than technical dependency as that is only the tcp stack
2007-11-28T01:38:00.000Z,ikonia,bullgard4,ompaul does that make sense to you ?
2007-11-28T01:39:00.000Z,bullgard4,ikonia,I need longer time to think about your statement. Thank you very much for commenting.
2007-11-28T01:40:00.000Z,ikonia,bullgard4,"here is other food for thought. getty is launched off init, init is the first thing thats launched so what you 'may' be seeing in your image is getty is spawned by init but not actually 'started' until you login which is why your chart is showing it last"
2007-11-28T01:40:00.000Z,ikonia,bullgard4,it depends how that chart is made I guess
2007-11-28T01:40:00.000Z,ikonia,bullgard4,just more food for thought
2007-11-28T01:48:00.000Z,bullgard4,ikonia,I disagree with that 'it depends how that chart is made'. My laptop computer shows a similar behaviour. I would like to find out why. This situation is independent of the way a start diagram is drawn. --  I do not think that getty is starting only after my login.
2007-11-29T22:33:00.000Z,ikonia,bullgard4,"why argue,"
