date,from,to,text
2005-01-01T16:16:00.000Z,crimsun,,"hey occy, how's the triath training going?"
2005-01-01T16:16:00.000Z,occy,crimsun,did my first 21 miler sunday!
2005-01-01T16:35:00.000Z,occy,crimsun,thanks for asking :)
2005-01-01T16:36:00.000Z,crimsun,occy,"np, I remember my own marathon training. :)"
2005-01-01T16:36:00.000Z,occy,crimsun,yeah?
2005-01-01T16:37:00.000Z,occy,crimsun,how come you don't hang out in #fitgeek?
2005-01-01T16:37:00.000Z,crimsun,occy,didn't know of it til just now :)
2005-01-02T17:41:00.000Z,crimsun,occy,what's your lspci line for the sound chipset?
2005-01-02T17:41:00.000Z,occy,crimsun,sec
2005-01-02T17:42:00.000Z,crimsun,occy,lsmod|grep snd_intel8x0
2005-01-02T17:42:00.000Z,occy,crimsun,it found some stuff :)
2005-01-02T17:43:00.000Z,occy,crimsun,"a bunch of stuff, should I paste in /msg?"
2005-01-02T17:43:00.000Z,crimsun,occy,or in #flood
2005-01-02T17:43:00.000Z,crimsun,occy,either.
2005-01-02T17:43:00.000Z,crimsun,occy,alsamixer(1) should work
2005-01-02T17:44:00.000Z,occy,crimsun,see it?
2005-01-02T17:44:00.000Z,crimsun,occy,"indeed, sec."
2005-01-02T17:45:00.000Z,occy,crimsun,tx sorry to bug you :)
2005-01-02T17:45:00.000Z,occy,crimsun,take your time
2005-01-02T17:45:00.000Z,crimsun,occy,what happens when you use alsamixer?
2005-01-02T17:45:00.000Z,crimsun,occy,"actually, have we established that snd-intel8x0 is loaded?"
2005-01-02T17:46:00.000Z,occy,crimsun,#flood again
2005-01-02T17:46:00.000Z,occy,crimsun,there you go.
2005-01-02T17:47:00.000Z,crimsun,occy,and now run alsamixer
2005-01-02T17:48:00.000Z,crimsun,occy,sudo echo 'snd-intel8x0m' >> /etc/hotplug/blacklist
2005-01-02T17:49:00.000Z,crimsun,occy,"when you reboot, it should work"
2005-01-02T17:49:00.000Z,occy,crimsun,k... not working atm though after removing that module.  ( ogra )
2005-01-02T17:52:00.000Z,occy,crimsun,occy.net is back up btw.... check out the new changes ;)
2005-01-02T17:55:00.000Z,crimsun,occy,contents of /proc/asound/cards ?
2005-01-02T17:55:00.000Z,occy,crimsun,looking
2005-01-02T17:55:00.000Z,occy,crimsun,no soundcards
2005-01-02T17:55:00.000Z,crimsun,occy,is this a laptop?
2005-01-02T17:56:00.000Z,occy,crimsun,yessir
2005-01-02T17:56:00.000Z,crimsun,occy,dell?
2005-01-02T17:56:00.000Z,occy,crimsun,yup.  Dell inspiron 8200
2005-01-02T17:56:00.000Z,crimsun,occy,"reboot, disable the modem and printer port in bios."
2005-01-02T17:56:00.000Z,occy,crimsun,on it 007
2005-01-02T06:00:00.000Z,crimsun,occy,the best thing to do is to use the acpi boot param
2005-01-02T06:00:00.000Z,crimsun,occy,the harder hack is to disable stuff in bios
2005-01-02T06:01:00.000Z,crimsun,occy,the recommended procedure is to use the acpi boot param as outlined in the url ogra pasted.
2005-01-02T06:02:00.000Z,occy,crimsun, ogra tx bunches guys.  You are both a peach. :)
2005-01-02T06:08:00.000Z,crimsun,occy,"you're using Warty, correct?"
2005-01-02T06:08:00.000Z,occy,crimsun,yup
2005-01-02T06:09:00.000Z,crimsun,occy,"for a permanent solution, sudo $EDITOR /boot/grub/menu.list"
2005-01-02T06:09:00.000Z,crimsun,occy,scroll to the line marked with # kopt=....
2005-01-02T06:09:00.000Z,crimsun,occy,and add the acpi_... to the end
2005-01-02T06:09:00.000Z,crimsun,occy,then run `sudo update-grub'
2005-01-02T06:13:00.000Z,crimsun,occy,it should be at the end of the commented kopt line
