date,from,to,text
2004-09-04T08:40:00.000Z,mdz,Kamion,"setuid /bin/mount is going to be disabled in favour of pmount, which doesn't require entries in fstab"
2004-09-04T08:42:00.000Z,mdz,Kamion,done
2004-09-04T14:21:00.000Z,mdz,Kamion,"speaking of hate mail, we need to re-enable the hostname question in d-i"
2004-09-04T14:25:00.000Z,Kamion,mdz,"under all circumstances, I take it?"
2004-09-04T14:26:00.000Z,mdz,Kamion,I would say so
2004-09-04T14:27:00.000Z,Kamion,mdz,done
2004-09-04T14:27:00.000Z,mdz,Kamion,I will accept responsibility for the additional question :-)
2004-09-05T16:39:00.000Z,mdz,Kamion,what time were you planning to roll Sounder 7?
2004-09-05T16:59:00.000Z,mdz,Kamion,you're free to statoverride /bin/mount and edit fstab
2004-09-05T05:01:00.000Z,mdz,Kamion,"if you need to start now, then do it.  it's more important to get sounder 7 out than to have usplash"
2004-09-05T05:18:00.000Z,mdz,Kamion,that's a known bug in thom's acpid upload
2004-09-05T05:18:00.000Z,mdz,Kamion,please do file a bug to remind him
2004-09-05T05:21:00.000Z,mdz,Kamion,"if you have time to do it, reverting ubuntu4 is fine with me"
2004-09-05T11:53:00.000Z,mdz,Kamion,I believe the final scheme for the version number was with a dash (4-10)
2004-09-05T12:58:00.000Z,Kamion,mdz,"indeed. it's a Recommends: thing, fixed"
2004-09-05T13:07:00.000Z,Kamion,mdz,"actually, if we're going the archive-copier route we absolutely want this approach"
2004-09-05T13:08:00.000Z,mdz,Kamion,archive-copier would handle base as well?
2004-09-05T13:10:00.000Z,mdz,Kamion,does this include all of the shipseed additions we made in Oxford?
2004-09-05T13:10:00.000Z,Kamion,mdz,"that's all entirely automatic now, so yes"
2004-09-05T13:58:00.000Z,mdz,Kamion,barking?
2004-09-05T14:15:00.000Z,mdz,Kamion,"archive-copier seems to do the right thing for me, as far as copying"
2004-09-05T14:23:00.000Z,Kamion,mdz,"apt-cdrom add, too"
2004-09-05T14:24:00.000Z,mdz,Kamion,"by the time I logged in on vt2 to look, /var/cache/apt/archives was empty"
2004-09-05T14:29:00.000Z,Kamion,mdz,"oh, damn, I forgot to mention that; you also need to boot with KEEP_DEBS=yes"
2004-09-05T14:34:00.000Z,Kamion,mdz,apparently this happens when xresprobe can't
2004-09-05T14:34:00.000Z,mdz,Kamion,"yeah, I'm prodding it now.  but it was detecting my LCD OK in Oxford"
2004-09-05T14:42:00.000Z,mdz,Kamion,this is the d-i-with-no-network case
2004-09-06T05:16:00.000Z,mdz,Kamion,Applications->System Tools->Terminal?
2004-09-06T05:41:00.000Z,Kamion,mdz,is more awake than I am
2004-09-06T07:44:00.000Z,Kamion,mdz,"working on upgrading our netcfg to be based on Debian 1.01, which has several fixes we want; hope that's ok"
2004-09-06T07:46:00.000Z,mdz,Kamion,"if you're ok, I'm ok"
2004-09-06T08:16:00.000Z,mdz,Kamion,"oh, forgot to mention...I did another round of sounder 7 testing using archive-copier and KEEP_DEBS=yes; seemed to work perfectly"
2004-09-06T08:20:00.000Z,Kamion,mdz,kewl
2004-09-06T08:25:00.000Z,Kamion,mdz,"that iftab thing in netcfg could go upstream, couldn't it?"
2004-09-06T08:26:00.000Z,mdz,Kamion,I assume so
2004-09-06T11:54:00.000Z,mdz,Kamion,yes
2004-09-06T11:56:00.000Z,mdz,Kamion,why is it named 'fortune-mod' anyway?
2004-09-06T11:56:00.000Z,Kamion,mdz,I've often wondered that
2004-09-06T11:57:00.000Z,mdz,Kamion,"come to look, fortunes-min is actually pretty reasonable"
2004-09-06T12:03:00.000Z,mdz,Kamion,quite likely
2004-09-06T12:04:00.000Z,Kamion,mdz,s'what I thought
2004-09-07T09:06:00.000Z,mdz,Kamion,"ooh, we have a sorted daily now?"
2004-09-07T09:09:00.000Z,Kamion,mdz,for a while ...
2004-09-07T09:09:00.000Z,Kamion,mdz,I was wondering if sorting the directory inodes with the files they contain would help too - they're all at the start at the moment
2004-09-07T09:50:00.000Z,mdz,Kamion,what would be a safe time of day to automatically rsync the current daily iso?
2004-09-07T10:07:00.000Z,Kamion,mdz,"the dailies are always finished by 8:45 UTC, and almost always finished by 7:30 UTC; I don't know what the two freak late ones were about"
2004-09-07T10:22:00.000Z,mdz,Kamion,thanks
2004-09-07T10:38:00.000Z,mdz,Kamion,"with the sorted CD, it seems to do quite well on source packages with multiple binaries, but it still seems to seek every time it has to read a new directory"
2004-09-07T10:40:00.000Z,Kamion,mdz,"ok, sounds like I'll have to twiddle that a bit; I can probably sort directories with the .debs they contain relatively easily"
2004-09-07T09:27:00.000Z,mdz,Kamion,fascinating...in #268421 the submitter pasted the entire status file entry as the debbugs pseudo-header
2004-09-07T09:28:00.000Z,Kamion,mdz,cool
2004-09-07T10:37:00.000Z,mdz,Kamion,console-data asked me a question on upgrade for some reason
